ID	lastname	firstnames	birth_date	birth_city_label	birth_city_id	personnal_information	profesionnal_information	comment
1247	COURIOT	Louis, Charles, Henry	1832-01-09	Grand-Quevilly (Seine-inférieure)	31114	<p>Il est né à Grand-Quevilly (Seine-inférieure) le 9 janvier 1832 ; son père était commis négociant.</p>	<p>Il est l'associé de Renaux qui a des difficultés financières et lui cède son brevet de lithographe. Il se retire rapidement de l'affaire et Renaux reprend son brevet.</p>	
1248	COURMONT	*Carlos, Joseph	1827-06-27	Fives (Nord)	27507	<p>Il est né le 27 juin 1827 à Fives (Nord) ; son père était préposé aux douanes == Il est né le 27 juin 1827 à Fives (Nord) ; son père était préposé aux douanes. Il est marié et père de 5 enfants. Arrivé à Paris depuis 3 ans, il a travaillé  chez Seringe, chez Appel et chez Deplanche.</p>	"<p>Il invoque des ""circonstances malheureuses qui l'ont forcé à céder et venir à Paris"". Après y avoir travaillé comme ouvrier, il veut se remettre à son compte.<br>L'imprimerie Courmont frères (Émile Joseph Courmont ayant rejoint son frère) connaît une grande prospérité  avec l'impression d'affiches, notamment touristiques. Elle se fait une spécialité, dans les années 1890, des affiches en ""simili-aquarelle"", abritant l'atelier d'Hugo d'Alési. ""Les compagnies de chemins de fer ont trouvé en lui [H. d'Alési] et en M. Courmont le plus agréable et le plus judicieux auxiliaire : nul ne saurait mieux donner envie de voyager"", écrit le <em>Gutenberg </em>à l'occasion de l'exposition du centenaire de la lithographie. Sont ainsi présentes dans <em>Les maîtres de l'affiche</em> de 1897 une affiche de Gerbault pour le Chocolat Carpentier, et une d'Hugo d'Alési pour le Centenaire de la lithographie et, de nouveau en 1899, une affiche d'Hugo d'Alési pour Venise et la Compagnie de l'Est, et une de Steinlen pour le Chocolat de la Compagnie française. Elle imprime aussi des catalogues illustrés pour des marques diverses (carrelages, serrurerie, vitraux...) et fait  tous travaux publicitaires.<br>En 1896, l'imprimerie devient Courmont frères et cie et, en 1898, Carlos Courmont inaugure en grande pompe une usine à Loeuilly-sur-Selle (Somme) avec un hall de 2 500 m2. La société est dissoute en mai 1902 ; naît alors une société Tissier et Courmont qui fait faillite en 1904. == Il est d'abord ouvrier lithographe chez Bourlinchon, puis il demande un brevet de lithographe pour Roubaix qu'il obtient le 12 avril 1856. Le préfet du Nord donne un avis très favorable  en raison du nombre ""d'établissement industriels qui font une consommation énorme d'étiquettes lithographiées. Les besoins sous ce rapport sont sensiblement accrus par la création dans les environs de Roubaix de quelques usines à fabriquer la chicorée et les deux seules imprimeries lithographiques existant  actuellement dans cette ville ne peuvent suffire aux besoins de la population."" Il le complète d'un brevet de libraire le 19 septembre 1862, mais, le 9 novembre 1864, il échange son titre pour Comines, où il n'y a pas encore de librairie ; il y retrouve son frère installé lithographe. Il en démissionne le 16 décembre 1865 et part pour Paris.<br>Il a cédé son imprimerie à Goudeman qui la revend à Gravelle.</p>"	"E. P., 3/11/2021.
Belle collection d'affiches conservées à la bibliothèque Forney sur le site des bibliothèques de la ville de Paris."
1249	COURMONT	Émile, Joseph	1836-01-10	Lille (Nord)	23390	<p>Il est né à Lille (Nord) le 10 janvier 1836 ; son père était employé des douanes. Il a vécu à Cambrai, puis à Roubaix et travaillé dans une imprimerie lithographique.</p>	<p>Il n'y a pas de lithographe à Comines ; il obtient donc son brevet. L'enquête de 1876 note qu'il a cessé d'exercer.</p>	
1250	COURNIER	Honoré, Auguste	1821-12-17	Beaucaire (Gard)	12496	<p>Il est né à Beaucaire (Gard) le 17 février 1821 ; son père était tonnelier. Il a servi  sept ans comme engagé volontaire, puis il a travaillé douze ans dans une imprimerie.</p>		
1251	COUROUX	Pierre, *Émile	1837-03-12			<p>Il est né le 12 mars 1837 à Paris. Il  a travaillé chez Avril, Delamarre et  Fauché. Il  possède 8 000 F de capital d'installation et paie un loyer de 850 F.</p>	<p>Graveur sur pierre de formation, il souhaite se spécialiser dans les travaux administratifs, les plans d'architecture et la géographie. Il obtient son brevet par création.</p>	
1252	COURQUIN	Maximilien, Alfred	1839-08-31	Dunkerque (Nord)	23227	<p>Il est né le 31 août 1839 à Dunkerque (Nord). Il vit depuis 10 ans à Paris et travaille au service des plantations de la ville. Il est marié et père de famille.</p>	<p>Il reçoit l'un des derniers brevets décernés.</p>	
1253	COURTIN	Pierre, *Louis, Marie	1788-12-08	Châteauneuf (Loiret)	34287	<p>Il est né le 8 décembre 1788 à Châteauneuf (Loiret). Il est artiste peintre.</p>	<p>Son brevet est annulé en 1856 pour non exploitation. Il ne semble pas avoir utilisé son brevet, bien qu'il ait lithographié  des dessins qui furent imprimés par Engelmann, Langlumé, Formentin, Villain...</p>	Revu E.P., 19/4/2019
1254	COURTINES	Frédéric	1814-07-03	Millau (Aveyron)	4244	<p>Il est né le 3 juillet 1814 à Millau (Aveyron) ; son père était charron. Il est écrivain lithographe.</p>	"<p>Il demande ce brevet ""pour augmenter ses moyens de subsistance"", en imprimant des adresses et des annonces commerciales.</p>"	
1255	COURTOIS	Pierre	1826-01-30	Paris	30798	<p>il est né à Paris le 30 janvier 1826.</p>	<p>Il est libraire et lithographe.</p>	
1256	COURTOT	François	1824-03-16	Lons-le-Saunier (Jura)	15502	<p>Il est né à Lons-le-Saunier (Jura) le 16 mars 1824 ; son père était vigneron. == Il est né le 16 mars 1824 à Lons-le-Saunier (Jura) ; son père était vigneron. Il est marié et père de famille. Il est dessinateur lithographe de formation.</p>	<p>Précédemment breveté imprimeur lithographe à Lyon, il est venu à Paris en 1866 présenter quelques-unes de ses inventions dont une presse pour laquelle il cherche à intéresser Brisset. Il lui apportera des améliorations jusqu'en 1867. == Il imprime des cartes et des plans (<em></em> Il travaille à la mise au point d'un nouveau modèle de presse pour lequel il prend un brevet d'invention en 1864. Après avoir cédé son brevet à Dévignes, il part pour Paris où il obtiendra un brevet en 1868.</p>	Revu E. P., 19/4/2019
1257	COURTOT	Pierre, Emmanuel	1796-12-20	Lons-le-Saunier (Jura)	15502	<p>Il ets né à Lons-le-Saunier (Jura) le 20 décembre 1796 ; son père était vigneron. Il dit avoir une longue expérience de la lithographie.</p>	"<p>Il a été breveté  le 5 novembre 1847 pour Villeurbanne, ville rattachée au département du Rhône en mars 1852. Il profite de ce changement pour demander le transfert de son brevet pour Lyon où il habite. En 1847, il a besoin de la lithographie pour ""faire de l'impression sur toiles vernies servant comme tapis à des devants de cheminée"" et plus généralement pour des tapis de table en toile cirée dont il a montré ""de très jolis échantillons"". Il veut faire aussi des travaux de ville.</p>"	
1258	COURTY	Joseph, Toussaint, François	1830-10-02	Marseille (Bouches-du-Rhône)	4459	<p>Il est né le 2 octobre 1830 à Marseille ; son père était scieur de long. Il a été ouvrier lithographe.</p>		
1259	COUSIN	Émile, Michel, Ange	1816-11-13	Sézanne (Marne)	19839	<p>Il est né à Sézanne le 13 novembre 1816 ; son père était cordonnier. Dans sa jeunesse, alors qu'il était commis auprès du receveur de l'enregistrement à Sézanne, il a vendu du papier  timbré dont il a omis de remettre  le prix au comptable ; il fut donc licencié. Il s'est racheté ; il est marié et père de famille. L'administration préfectorale ne s'oppose donc pas à ce qu'il reçoive un brevet.</p>	<p>Il a obtenu un brevet d 'imprimeur en lettres le 22 avril 1842 et il reçoit en même temps les brevets de lithographe et de libraire. Il cède ce dernier en 1847 à Lemaître, puis vend en 1854 son brevet de typographe. Dès 1851, l'administration note que le brevet de lithographe n'est pas exploité ; il sera annulé.</p>	
1260	COUSIN	Félix	1848-10-30	Paris	30798	<p>Il est né le 30 octobre 1848 à Paris.</p>	<p>Il exerce la lithographie seule.</p>	
1261	COUSINERY	Jean, Marie, Barthelemy	1805-06-09	Marseille (Bouches-du-Rhône)	4459	<p>Il est né le 9 juin 1805 à Marseille. Son père était négociant. Il a débuté comme commis libraire, puis s'est installé à son compte, obtenant un brevet le 21 février 1832.</p>	<p>Son brevet de lithographe lui est retiré car un contrôle des titres délivrés a montré qu'il n'avait jamais prêté serment  en 1846 comme il aurait dû le faire. Devant ses protestations, le brevet de 1846 est annulé et un second brevet lui est délivré le 22 décembre 1854. En revanche, après mise en demeure, son brevet de libraire est annulé le 21 juillet 1856 pour inexploitation.</p>	
1262	COUSOT	Nicolas				<p>Ancien officier des Cent Jours, il a été capitaine de la compagnie de voltigeurs de la Garde nationale à Chaumont.</p>	"<p>Il a obtenu un brevet d'imprimeur en lettres le 13 avril 1824 pour exploiter l'imprimerie de son oncle. Celui-ci avait été privé de son brevet pour avoir imprimé un journal d'opposition et il était mort avant d'avoir obtenu que son brevet soit transféré à sa femme. Le Préfet préfère que le brevet soit accordé au neveu  car ""il lui devrait sa nomination et il pourrait le maintenir dans une bonne ligne de conduite"". Le Préfet peut se féliciter de son choix :   ""<em>Le</em> <em>Courrier de la Haute-Marne</em> avait été rédigé  dans le sens des journaux libéraux les plus fougueux. Sous le nouvel éditeur, il a pris la couleur du <em>Journal des débats</em>.""  Peut-être ses affaires ne sont-elles pas très bonnes puisque le 4 novembre 1837, il fait savoir au Préfet qu'il serait tout  prêt à prendre un brevet pour Constantine ""si des avantages étaient attachés à ce brevet"". Il n'en fait rien et continue à imprimer <em>L'Echo de la Haute-Marne</em>, ""rédigé par des employés de la Préfecture dans un sens tout à fait favorable au gouvernement"". Il refuse donc d'imprimer <em>L'indépendant de la Haute-Marne, </em>un journal concurrent, malgré le procès que lui intente son rédacteur. == Il a d'abord été breveté à Chaumont (Haute-Marne). Il reçoit les trois brevets de Durand le même jour. Le Préfet demande à l'administration de les lui accorder rapidement car Durand, son prédécesseur, était l'imprimeur-gérant du journal conservateur <em>Le Messager du Loiret</em>.</p>"	
1263	COUTAN					<p>Il est artiste peintre.</p>	<p>Il veut faire des modèles de dessin.</p>	
1264	COUTANT	Jules	1839-09-01	Cholet (Maine-et-Loire)	18471	<p>Il est né à Cholet le 1er septembre 1839 ; son père était tisserand.</p>	<p>Il travaille avec son oncle Grenier dit Mathieu qui démissionne en sa faveur et lui laisse son entreprise. À sa mort, en 1866, sa veuve,Clémentine Louise Bourdais  reprend son brevet.</p>	
1265	COUTURIER	Louis, Lambert	1825-08-07	Etouvelles (Aisne)	707	<p>Né le 7 août 1825 à Etouvelles dans l'Aisne. Son père était jardinier. Il entre au conseil municipal de Ribemont en 1860.</p>	<p>Professeur et éditeur de musique. Le préfet fait valoir qu'il ne fera pas concurrence aux lithographes de Saint-Quentin, ville pourtant proche, car il utilisera son brevet pour sa seule activité d'éditeur de musique. Il déclare, en août 1871, devenir aussi imprimeur en lettres.</p>	
1266	COUTURIER	Léopold				<p>Il est le fils du lithographe et typographe Louis Lambert Couturier installé à Ribemont.</p>	<p>Il est typographe et lithographe. Il reprend en 1875 l'imprimerie de Berthaut.</p>	
1267	COUTURIER, veuve GUBIAN	Jeanne, Anthelmette	1807-08-12	Lyon (Rhône)	28533	<p>Elle est née à Lyon le 12 août 1807 ; son père était cordonnier.</p>	<p>À la mort de son mari, elle reprend son brevet. Elle confie la gestion de l'imprimerie à Morand et Gillet.  Quand elle meurt à son tour, le 6 mai 1852, elle laisse un fils de 16 ans qui est élève de l'École des Beaux-arts. Pour préserver son avenir, son brevet est attribué à son tuteur, Ribelin.</p>	
1268	COUTY	C.				<p>Il est greffier de justice de paix.</p>	<p>Il possède une presse autographique.</p>	
1269	COUVREUX	Albert					<p>Il possède un atelier de typo-lilthographie.</p>	
1270	COZE	Julien, Constant	1827-05-30	La Fère (Aisne)	716	<p>Il est né le 30 mai 1827 à La Fère dans l'Aisne. Son père était cordonnier. Il a vécu à La Fère jusqu'en 1851, puis à Saint-Quentin où il est allé se former.</p>	"<p>Il est écrivain lithographe de formation. En 1859, un rapport de police note  qu'il ""est loin d'être en voie de prospérité"".<br>Il a ""cessé volontairement"" d'exercer en 1870, mentionne son dossier.</p>"	
1271	CRAUFFON	Jean-Baptiste, Eugène	1807-11-29	Brive (Corrèze)	32759	<p>Il est né le 29 novembre 1807 à Brive.  Il est bachelier en droit. Il deviendra juge puis président du tribunal de commerce de Tulle.<br></p>	<p>Il reprend le 25 février 1833 les brevets d'imprimeur en lettres et de libraire de son oncle, au décès de celui-ci. Il y renonce en 1852, et part s'installer à Tulle où il a obtenu de transférer son brevet d'imprimeur en lettres le 12 juin 1852. En 1873, il cède son entreprise à son fils</p>	
1272	CRAUFFON	Emmanuel					<p>Il succède à son père comme lithographe et typographe.</p>	
1273	CREBESSAC					<p>Il est correspondant de divers journaux.</p>	<p>Il utilise une presse autographique pour la reproduction de correspondances maritimes et commerciales.</p>	
1274	CRÉHANGE	*Alexandre, Baruch	1791-02-10	Étain (Meuse)	21401	<p>Il est né le 10 février 1791 à Étain (Meuse). Il est un membre actif du Consistoire. En 1839, il est  == Il est né à Étain (Meuse) le 10 février 1791. Il a été commissionnaire et a voyagé pour une société de Leipzig. Il est chef de la communauté israélite de Lyon.</p>	"<p>Il est associé avec le papetier Marnet, et sa demande de brevet de lithographe suscite l'opposition de l'imprimeur Jourjon qui prétend qu'il n'y a pas de travail pour un nouveau lithographe, lui-même ne faisant pas d'affaires. Le rapport du Préfet attribuant ces mauvaises affaires "" à son peu d'habileté dans l'art lithographique"",  qui pousse les Stéphanois à s'adresser à des lithographes lyonnais, Créhange obtient son brevet par création. Néanmoins, il quittte rapidement Saint-Étienne pour Paris. Il y demandera plus tard  le transfert de son brevet. == Marchand papetier à Saint-Étienne, il obtient son brevet pour cette ville en 1829. Il est associé avec Marnet,  mais le quitte rapidement et part pour Paris en 1830 où il est commissionnaire et teneur de livres. Il est aussi l'auteur de livres religieux hébraïques dont une <em>Semaine israélite</em> dont il a offert un exemplaire au Roi comprenant de nombreuses lithographies imprimées chez Aubert. Comme il  veut  en faire une édition bon marché, puis d'autres publications, il  demande un brevet parisien  en échange de son brevet pour Saint-Étienne. Ses nombreuses publications  ont été imprimées par divers imprimeurs en lettres et il ne semble pas avoir fait grand usage de son bevet de lithographe.</p>"	E. P. 27/3/2015, revu 14/4/2019. == Revu E. P., 14/4/2019.
